customer_id,order_date,order_status,delivery_date,shipping_method
122,2026-03-01 00:00:00,Delivered,2026-03-05,Express
958,2026-03-05 00:00:00,Shipped,2026-03-05,Pickup
397,2026-03-12 00:00:00,Delivered,2026-03-12,Same Day
867,2026-03-10 00:00:00,Delivered,2026-03-12,Express
27,2026-03-01 00:00:00,Shipped,2026-03-03,Standard
127,2026-03-05 00:00:00,Returned,2026-03-09,Standard
237,2026-03-12 00:00:00,Delivered,2026-03-12,Pickup
614,2026-03-18 00:00:00,Out for Delivery,2026-03-20,Standard
437,2026-03-20 00:00:00,Pending,2026-03-24,Standard
234,2026-03-28 00:00:00,Delivered,2026-03-28,Pickup
544,2026-03-05 00:00:00,Confirmed,2026-03-05,Same Day
328,2026-03-21 00:00:00,Delivered,2026-03-24,Standard
228,2026-03-09 00:00:00,Cancelled,2026-03-10,Express
34,2026-03-23 00:00:00,Delivered,2026-03-23,Same Day
372,2026-03-08 00:00:00,Pending,2026-03-13,Standard
378,2026-03-13 00:00:00,Cancelled,2026-03-13,Pickup
638,2026-03-14 00:00:00,Delivered,2026-03-14,Same Day
381,2026-03-03 00:00:00,Shipped,2026-03-03,Same Day
258,2026-03-10 00:00:00,Out for Delivery,2026-03-12,Express
473,2026-03-16 00:00:00,Delivered,2026-03-19,Express
61,2026-03-14 00:00:00,Pending,2026-03-19,Standard
213,2026-03-25 00:00:00,Confirmed,2026-03-26,Standard
568,2026-03-01 00:00:00,Delivered,2026-03-01,Pickup
283,2026-03-08 00:00:00,Confirmed,2026-03-08,Pickup
166,2026-03-25 00:00:00,Delivered,2026-03-25,Pickup
100,2026-03-14 00:00:00,Delivered,2026-03-19,Standard
459,2026-03-26 00:00:00,Delivered,2026-03-26,Same Day
998,2026-03-04 00:00:00,Confirmed,2026-03-05,Standard
87,2026-03-11 00:00:00,Delivered,2026-03-11,Pickup
464,2026-03-07 00:00:00,Delivered,2026-03-07,Pickup
730,2026-03-04 00:00:00,Confirmed,2026-03-04,Pickup
370,2026-03-08 00:00:00,Shipped,2026-03-11,Standard
308,2026-03-17 00:00:00,Cancelled,2026-03-17,Pickup
721,2026-03-07 00:00:00,Delivered,2026-03-08,Express
187,2026-03-07 00:00:00,Pending,2026-03-07,Pickup
458,2026-03-12 00:00:00,Delivered,2026-03-12,Same Day
509,2026-03-14 00:00:00,Delivered,2026-03-14,Same Day
204,2026-03-01 00:00:00,Confirmed,2026-03-04,Standard
413,2026-03-22 00:00:00,Delivered,2026-03-27,Express
945,2026-03-06 00:00:00,Delivered,2026-03-06,Pickup
448,2026-03-09 00:00:00,Delivered,2026-03-09,Pickup
600,2026-03-27 00:00:00,Confirmed,2026-03-27,Same Day
20,2026-03-03 00:00:00,Delivered,2026-03-07,Express
413,2026-03-02 00:00:00,Pending,2026-03-02,Same Day
989,2026-03-14 00:00:00,Out for Delivery,2026-03-14,Same Day
815,2026-03-11 00:00:00,Delivered,2026-03-12,Standard
683,2026-03-04 00:00:00,Pending,2026-03-04,Pickup
39,2026-03-15 00:00:00,Confirmed,2026-03-15,Same Day
600,2026-03-01 00:00:00,Delivered,2026-03-01,Same Day
776,2026-03-08 00:00:00,Delivered,2026-03-13,Standard
588,2026-03-23 00:00:00,Delivered,2026-03-23,Same Day
804,2026-03-01 00:00:00,Shipped,2026-03-04,Standard
305,2026-03-06 00:00:00,Pending,2026-03-11,Standard
952,2026-03-21 00:00:00,Delivered,2026-03-21,Pickup
655,2026-03-13 00:00:00,Delivered,2026-03-13,Pickup
605,2026-03-08 00:00:00,Delivered,2026-03-12,Express
392,2026-03-15 00:00:00,Delivered,2026-03-15,Pickup
105,2026-03-20 00:00:00,Delivered,2026-03-20,Same Day
222,2026-03-14 00:00:00,Delivered,2026-03-16,Standard
492,2026-03-16 00:00:00,Shipped,2026-03-20,Standard
781,2026-03-19 00:00:00,Shipped,2026-03-21,Express
686,2026-03-11 00:00:00,Out for Delivery,2026-03-16,Express
457,2026-03-19 00:00:00,Delivered,2026-03-24,Standard
170,2026-03-26 00:00:00,Pending,2026-03-26,Same Day
220,2026-03-14 00:00:00,Delivered,2026-03-15,Express
840,2026-03-15 00:00:00,Pending,2026-03-15,Pickup
421,2026-03-18 00:00:00,Delivered,2026-03-19,Standard
98,2026-03-02 00:00:00,Delivered,2026-03-05,Standard
379,2026-03-28 00:00:00,Delivered,2026-03-30,Standard
923,2026-03-22 00:00:00,Delivered,2026-03-22,Pickup
986,2026-03-05 00:00:00,Delivered,2026-03-09,Standard
951,2026-03-01 00:00:00,Delivered,2026-03-01,Same Day
951,2026-03-22 00:00:00,Delivered,2026-03-27,Standard
548,2026-03-13 00:00:00,Delivered,2026-03-13,Same Day
970,2026-03-05 00:00:00,Confirmed,2026-03-09,Standard
451,2026-03-12 00:00:00,Delivered,2026-03-17,Express
177,2026-03-17 00:00:00,Shipped,2026-03-22,Standard
554,2026-03-02 00:00:00,Delivered,2026-03-02,Same Day
485,2026-03-02 00:00:00,Out for Delivery,2026-03-02,Same Day
390,2026-03-22 00:00:00,Pending,2026-03-24,Express
94,2026-03-19 00:00:00,Pending,2026-03-19,Pickup
524,2026-03-25 00:00:00,Delivered,2026-03-27,Standard
811,2026-03-16 00:00:00,Delivered,2026-03-16,Same Day
574,2026-03-06 00:00:00,Delivered,2026-03-06,Pickup
593,2026-03-17 00:00:00,Confirmed,2026-03-17,Pickup
681,2026-03-22 00:00:00,Delivered,2026-03-22,Pickup
364,2026-03-21 00:00:00,Pending,2026-03-26,Standard
927,2026-03-08 00:00:00,Delivered,2026-03-08,Same Day
116,2026-03-26 00:00:00,Pending,2026-03-26,Pickup
922,2026-03-12 00:00:00,Out for Delivery,2026-03-12,Pickup
291,2026-03-18 00:00:00,Delivered,2026-03-22,Express
741,2026-03-22 00:00:00,Delivered,2026-03-25,Express
595,2026-03-13 00:00:00,Shipped,2026-03-13,Pickup
187,2026-03-26 00:00:00,Delivered,2026-03-26,Pickup
719,2026-03-10 00:00:00,Delivered,2026-03-10,Pickup
393,2026-03-21 00:00:00,Shipped,2026-03-21,Pickup
959,2026-03-18 00:00:00,Confirmed,2026-03-18,Same Day
464,2026-03-20 00:00:00,Out for Delivery,2026-03-20,Same Day
12,2026-03-17 00:00:00,Shipped,2026-03-21,Standard
146,2026-03-05 00:00:00,Delivered,2026-03-09,Standard
594,2026-03-06 00:00:00,Returned,2026-03-06,Same Day
282,2026-03-25 00:00:00,Confirmed,2026-03-25,Pickup
991,2026-03-18 00:00:00,Delivered,2026-03-23,Standard
548,2026-03-19 00:00:00,Cancelled,2026-03-22,Express
43,2026-03-13 00:00:00,Delivered,2026-03-18,Express
405,2026-03-14 00:00:00,Confirmed,2026-03-14,Same Day
617,2026-03-16 00:00:00,Confirmed,2026-03-16,Pickup
854,2026-03-19 00:00:00,Pending,2026-03-24,Standard
850,2026-03-03 00:00:00,Pending,2026-03-05,Standard
678,2026-03-04 00:00:00,Delivered,2026-03-07,Express
732,2026-03-25 00:00:00,Returned,2026-03-27,Express
737,2026-03-14 00:00:00,Confirmed,2026-03-18,Express
192,2026-03-14 00:00:00,Delivered,2026-03-14,Same Day
329,2026-03-08 00:00:00,Pending,2026-03-08,Same Day
341,2026-03-18 00:00:00,Delivered,2026-03-18,Pickup
369,2026-03-25 00:00:00,Delivered,2026-03-27,Standard
149,2026-03-09 00:00:00,Delivered,2026-03-09,Pickup
326,2026-03-09 00:00:00,Confirmed,2026-03-13,Standard
281,2026-03-21 00:00:00,Pending,2026-03-24,Express
412,2026-03-01 00:00:00,Delivered,2026-03-01,Pickup
919,2026-03-28 00:00:00,Pending,2026-03-28,Pickup
609,2026-03-24 00:00:00,Pending,2026-03-27,Express
555,2026-03-18 00:00:00,Delivered,2026-03-23,Standard
473,2026-03-24 00:00:00,Pending,2026-03-24,Pickup
82,2026-03-27 00:00:00,Delivered,2026-03-30,Standard
860,2026-03-15 00:00:00,Shipped,2026-03-17,Standard
642,2026-03-11 00:00:00,Delivered,2026-03-11,Pickup
632,2026-03-13 00:00:00,Delivered,2026-03-13,Pickup
406,2026-03-22 00:00:00,Delivered,2026-03-27,Express
320,2026-03-23 00:00:00,Delivered,2026-03-23,Pickup
706,2026-03-17 00:00:00,Shipped,2026-03-17,Same Day
603,2026-03-28 00:00:00,Pending,2026-03-28,Same Day
128,2026-03-09 00:00:00,Cancelled,2026-03-10,Standard
866,2026-03-20 00:00:00,Confirmed,2026-03-21,Express
253,2026-03-22 00:00:00,Delivered,2026-03-22,Same Day
117,2026-03-23 00:00:00,Delivered,2026-03-26,Standard
700,2026-03-03 00:00:00,Out for Delivery,2026-03-03,Pickup
213,2026-03-24 00:00:00,Pending,2026-03-24,Pickup
1000,2026-03-14 00:00:00,Shipped,2026-03-14,Pickup
594,2026-03-23 00:00:00,Delivered,2026-03-28,Standard
498,2026-03-09 00:00:00,Shipped,2026-03-13,Standard
827,2026-03-01 00:00:00,Pending,2026-03-01,Same Day
184,2026-03-05 00:00:00,Shipped,2026-03-05,Same Day
385,2026-03-02 00:00:00,Shipped,2026-03-02,Pickup
442,2026-03-22 00:00:00,Delivered,2026-03-22,Pickup
809,2026-03-16 00:00:00,Out for Delivery,2026-03-16,Same Day
323,2026-03-14 00:00:00,Shipped,2026-03-17,Standard
775,2026-03-14 00:00:00,Delivered,2026-03-14,Pickup
462,2026-03-15 00:00:00,Shipped,2026-03-20,Standard
988,2026-03-26 00:00:00,Cancelled,2026-03-26,Same Day
134,2026-03-08 00:00:00,Confirmed,2026-03-12,Standard
265,2026-03-08 00:00:00,Delivered,2026-03-08,Same Day
803,2026-03-26 00:00:00,Out for Delivery,2026-03-26,Pickup
345,2026-03-05 00:00:00,Delivered,2026-03-09,Express
648,2026-03-23 00:00:00,Shipped,2026-03-27,Standard
235,2026-03-11 00:00:00,Delivered,2026-03-11,Same Day
165,2026-03-02 00:00:00,Pending,2026-03-02,Pickup
302,2026-03-28 00:00:00,Confirmed,2026-03-30,Express
439,2026-03-06 00:00:00,Cancelled,2026-03-06,Pickup
319,2026-03-16 00:00:00,Delivered,2026-03-16,Pickup
628,2026-03-13 00:00:00,Confirmed,2026-03-13,Same Day
182,2026-03-03 00:00:00,Shipped,2026-03-04,Standard
382,2026-03-09 00:00:00,Delivered,2026-03-10,Standard
547,2026-03-28 00:00:00,Delivered,2026-03-28,Same Day
62,2026-03-26 00:00:00,Delivered,2026-03-26,Pickup
486,2026-03-01 00:00:00,Delivered,2026-03-02,Standard
493,2026-03-19 00:00:00,Delivered,2026-03-19,Pickup
896,2026-03-23 00:00:00,Out for Delivery,2026-03-25,Express
455,2026-03-03 00:00:00,Confirmed,2026-03-03,Same Day
457,2026-03-26 00:00:00,Delivered,2026-03-26,Same Day
812,2026-03-05 00:00:00,Returned,2026-03-05,Pickup
78,2026-03-09 00:00:00,Delivered,2026-03-09,Pickup
209,2026-03-05 00:00:00,Delivered,2026-03-06,Express
351,2026-03-17 00:00:00,Shipped,2026-03-17,Pickup
888,2026-03-08 00:00:00,Out for Delivery,2026-03-08,Pickup
568,2026-03-25 00:00:00,Delivered,2026-03-25,Pickup
272,2026-03-12 00:00:00,Cancelled,2026-03-15,Express
688,2026-03-17 00:00:00,Confirmed,2026-03-18,Express
333,2026-03-18 00:00:00,Delivered,2026-03-23,Express
49,2026-03-09 00:00:00,Shipped,2026-03-09,Same Day
261,2026-03-02 00:00:00,Delivered,2026-03-02,Pickup
668,2026-03-10 00:00:00,Delivered,2026-03-10,Same Day
866,2026-03-15 00:00:00,Shipped,2026-03-17,Express
958,2026-03-03 00:00:00,Confirmed,2026-03-05,Express
789,2026-03-23 00:00:00,Returned,2026-03-23,Same Day
699,2026-03-18 00:00:00,Delivered,2026-03-18,Pickup
449,2026-03-20 00:00:00,Delivered,2026-03-24,Standard
681,2026-03-25 00:00:00,Shipped,2026-03-27,Express
174,2026-03-10 00:00:00,Delivered,2026-03-14,Express
702,2026-03-01 00:00:00,Confirmed,2026-03-01,Pickup
363,2026-03-06 00:00:00,Delivered,2026-03-06,Pickup
622,2026-03-23 00:00:00,Pending,2026-03-24,Standard
262,2026-03-26 00:00:00,Shipped,2026-03-27,Express
396,2026-03-11 00:00:00,Delivered,2026-03-12,Express
737,2026-03-20 00:00:00,Returned,2026-03-23,Express
640,2026-03-18 00:00:00,Delivered,2026-03-21,Express
13,2026-03-08 00:00:00,Shipped,2026-03-11,Express
71,2026-03-02 00:00:00,Delivered,2026-03-07,Standard
486,2026-03-23 00:00:00,Delivered,2026-03-23,Pickup
354,2026-03-17 00:00:00,Shipped,2026-03-21,Standard
939,2026-03-06 00:00:00,Shipped,2026-03-06,Same Day
269,2026-03-22 00:00:00,Cancelled,2026-03-22,Same Day
901,2026-03-14 00:00:00,Pending,2026-03-19,Express
618,2026-03-12 00:00:00,Delivered,2026-03-12,Pickup
658,2026-03-20 00:00:00,Confirmed,2026-03-21,Standard
247,2026-03-22 00:00:00,Delivered,2026-03-22,Same Day
468,2026-03-21 00:00:00,Delivered,2026-03-26,Express
896,2026-03-17 00:00:00,Delivered,2026-03-17,Same Day
601,2026-03-18 00:00:00,Delivered,2026-03-18,Pickup
63,2026-03-17 00:00:00,Delivered,2026-03-22,Express
493,2026-03-10 00:00:00,Returned,2026-03-10,Same Day
108,2026-03-19 00:00:00,Delivered,2026-03-19,Pickup
386,2026-03-09 00:00:00,Delivered,2026-03-12,Express
554,2026-03-08 00:00:00,Pending,2026-03-13,Standard
180,2026-03-24 00:00:00,Cancelled,2026-03-24,Same Day
665,2026-03-09 00:00:00,Confirmed,2026-03-14,Express
242,2026-03-08 00:00:00,Delivered,2026-03-13,Express
1000,2026-03-08 00:00:00,Delivered,2026-03-10,Standard
31,2026-03-04 00:00:00,Returned,2026-03-04,Pickup
216,2026-03-13 00:00:00,Delivered,2026-03-18,Express
571,2026-03-06 00:00:00,Delivered,2026-03-11,Standard
836,2026-03-07 00:00:00,Confirmed,2026-03-08,Standard
911,2026-03-04 00:00:00,Pending,2026-03-06,Express
473,2026-03-01 00:00:00,Pending,2026-03-01,Pickup
521,2026-03-14 00:00:00,Shipped,2026-03-15,Standard
733,2026-03-27 00:00:00,Delivered,2026-03-27,Pickup
194,2026-03-13 00:00:00,Confirmed,2026-03-16,Standard
64,2026-03-12 00:00:00,Shipped,2026-03-15,Standard
951,2026-03-24 00:00:00,Confirmed,2026-03-24,Same Day
523,2026-03-11 00:00:00,Delivered,2026-03-16,Standard
283,2026-03-25 00:00:00,Pending,2026-03-25,Pickup
323,2026-03-14 00:00:00,Delivered,2026-03-16,Express
853,2026-03-10 00:00:00,Out for Delivery,2026-03-10,Same Day
204,2026-03-22 00:00:00,Delivered,2026-03-23,Standard
856,2026-03-24 00:00:00,Delivered,2026-03-28,Standard
379,2026-03-25 00:00:00,Out for Delivery,2026-03-26,Express
976,2026-03-27 00:00:00,Delivered,2026-03-27,Same Day
855,2026-03-24 00:00:00,Delivered,2026-03-24,Pickup
444,2026-03-03 00:00:00,Shipped,2026-03-07,Standard
95,2026-03-22 00:00:00,Shipped,2026-03-22,Same Day
939,2026-03-03 00:00:00,Pending,2026-03-03,Pickup
721,2026-03-12 00:00:00,Shipped,2026-03-13,Standard
2,2026-03-27 00:00:00,Delivered,2026-03-30,Express
103,2026-03-26 00:00:00,Out for Delivery,2026-03-26,Same Day
791,2026-03-13 00:00:00,Delivered,2026-03-13,Same Day
792,2026-03-20 00:00:00,Out for Delivery,2026-03-23,Standard
430,2026-03-18 00:00:00,Delivered,2026-03-18,Pickup
548,2026-03-18 00:00:00,Confirmed,2026-03-22,Express
164,2026-03-24 00:00:00,Delivered,2026-03-24,Pickup
240,2026-03-13 00:00:00,Delivered,2026-03-18,Standard
542,2026-03-18 00:00:00,Out for Delivery,2026-03-22,Standard
801,2026-03-22 00:00:00,Delivered,2026-03-22,Pickup
823,2026-03-20 00:00:00,Pending,2026-03-23,Standard
465,2026-03-19 00:00:00,Out for Delivery,2026-03-19,Same Day
919,2026-03-28 00:00:00,Pending,2026-03-28,Pickup
23,2026-03-13 00:00:00,Pending,2026-03-15,Express
466,2026-03-03 00:00:00,Confirmed,2026-03-03,Same Day
16,2026-03-28 00:00:00,Cancelled,2026-04-01,Express
378,2026-03-10 00:00:00,Cancelled,2026-03-15,Standard
370,2026-03-05 00:00:00,Delivered,2026-03-05,Pickup
499,2026-03-11 00:00:00,Delivered,2026-03-15,Standard
500,2026-03-15 00:00:00,Shipped,2026-03-17,Standard
99,2026-03-10 00:00:00,Shipped,2026-03-11,Express
95,2026-03-18 00:00:00,Delivered,2026-03-21,Express
963,2026-03-20 00:00:00,Delivered,2026-03-20,Pickup
145,2026-03-05 00:00:00,Out for Delivery,2026-03-07,Express
525,2026-03-20 00:00:00,Delivered,2026-03-20,Same Day
739,2026-03-19 00:00:00,Pending,2026-03-22,Standard
844,2026-03-24 00:00:00,Shipped,2026-03-25,Express
382,2026-03-18 00:00:00,Shipped,2026-03-18,Same Day
446,2026-03-16 00:00:00,Delivered,2026-03-19,Standard
145,2026-03-25 00:00:00,Delivered,2026-03-30,Standard
509,2026-03-05 00:00:00,Delivered,2026-03-05,Same Day
65,2026-03-27 00:00:00,Pending,2026-03-28,Standard
420,2026-03-21 00:00:00,Shipped,2026-03-21,Same Day
176,2026-03-09 00:00:00,Cancelled,2026-03-09,Pickup
868,2026-03-07 00:00:00,Delivered,2026-03-07,Same Day
167,2026-03-28 00:00:00,Out for Delivery,2026-04-02,Express
6,2026-03-18 00:00:00,Delivered,2026-03-18,Same Day
706,2026-03-02 00:00:00,Pending,2026-03-04,Express
140,2026-03-09 00:00:00,Delivered,2026-03-10,Express
7,2026-03-14 00:00:00,Pending,2026-03-14,Same Day
966,2026-03-16 00:00:00,Pending,2026-03-16,Same Day
119,2026-03-18 00:00:00,Delivered,2026-03-19,Standard
183,2026-03-19 00:00:00,Shipped,2026-03-24,Standard
323,2026-03-28 00:00:00,Out for Delivery,2026-03-29,Standard
233,2026-03-06 00:00:00,Out for Delivery,2026-03-09,Standard
55,2026-03-27 00:00:00,Delivered,2026-03-27,Pickup
34,2026-03-27 00:00:00,Delivered,2026-03-28,Express
608,2026-03-15 00:00:00,Pending,2026-03-15,Pickup
263,2026-03-11 00:00:00,Delivered,2026-03-15,Standard
588,2026-03-23 00:00:00,Delivered,2026-03-28,Standard
716,2026-03-26 00:00:00,Shipped,2026-03-26,Same Day
535,2026-03-10 00:00:00,Confirmed,2026-03-15,Express
353,2026-03-15 00:00:00,Out for Delivery,2026-03-19,Express
980,2026-03-05 00:00:00,Delivered,2026-03-05,Same Day
857,2026-03-16 00:00:00,Delivered,2026-03-16,Pickup
208,2026-03-24 00:00:00,Pending,2026-03-28,Express
924,2026-03-26 00:00:00,Shipped,2026-03-28,Standard
265,2026-03-25 00:00:00,Delivered,2026-03-26,Standard
794,2026-03-11 00:00:00,Pending,2026-03-11,Same Day
228,2026-03-18 00:00:00,Delivered,2026-03-18,Pickup
914,2026-03-22 00:00:00,Confirmed,2026-03-22,Pickup
449,2026-03-10 00:00:00,Confirmed,2026-03-10,Same Day
893,2026-03-09 00:00:00,Delivered,2026-03-12,Express
883,2026-03-05 00:00:00,Out for Delivery,2026-03-09,Standard
40,2026-03-09 00:00:00,Cancelled,2026-03-09,Pickup
562,2026-03-24 00:00:00,Out for Delivery,2026-03-29,Express
913,2026-03-08 00:00:00,Returned,2026-03-08,Same Day
311,2026-03-10 00:00:00,Delivered,2026-03-15,Express
944,2026-03-06 00:00:00,Shipped,2026-03-10,Express
416,2026-03-26 00:00:00,Delivered,2026-03-26,Same Day
343,2026-03-05 00:00:00,Delivered,2026-03-05,Same Day
950,2026-03-02 00:00:00,Out for Delivery,2026-03-02,Pickup
369,2026-03-09 00:00:00,Delivered,2026-03-09,Pickup
82,2026-03-15 00:00:00,Delivered,2026-03-15,Same Day
579,2026-03-12 00:00:00,Cancelled,2026-03-14,Express
35,2026-03-06 00:00:00,Delivered,2026-03-11,Standard
110,2026-03-18 00:00:00,Delivered,2026-03-18,Same Day
749,2026-03-02 00:00:00,Out for Delivery,2026-03-02,Same Day
103,2026-03-01 00:00:00,Delivered,2026-03-03,Standard
798,2026-03-03 00:00:00,Returned,2026-03-03,Pickup
704,2026-03-17 00:00:00,Delivered,2026-03-22,Standard
722,2026-03-01 00:00:00,Confirmed,2026-03-01,Same Day
173,2026-03-15 00:00:00,Delivered,2026-03-17,Standard
942,2026-03-21 00:00:00,Pending,2026-03-21,Same Day
716,2026-03-08 00:00:00,Shipped,2026-03-08,Same Day
683,2026-03-03 00:00:00,Delivered,2026-03-04,Standard
804,2026-04-05 00:00:00,Confirmed,2026-04-05,Same Day
893,2026-04-26 00:00:00,Delivered,2026-04-26,Same Day
778,2026-04-02 00:00:00,Pending,2026-04-02,Pickup
328,2026-04-26 00:00:00,Delivered,2026-04-27,Standard
990,2026-04-04 00:00:00,Shipped,2026-04-07,Express
451,2026-04-26 00:00:00,Delivered,2026-04-26,Same Day
33,2026-04-21 00:00:00,Delivered,2026-04-21,Same Day
103,2026-04-15 00:00:00,Shipped,2026-04-15,Pickup
475,2026-04-25 00:00:00,Out for Delivery,2026-04-27,Express
726,2026-04-20 00:00:00,Delivered,2026-04-20,Same Day
660,2026-04-24 00:00:00,Delivered,2026-04-24,Same Day
10,2026-04-01 00:00:00,Delivered,2026-04-02,Standard
792,2026-04-13 00:00:00,Shipped,2026-04-16,Express
285,2026-04-24 00:00:00,Pending,2026-04-25,Standard
439,2026-04-12 00:00:00,Confirmed,2026-04-14,Standard
66,2026-04-02 00:00:00,Delivered,2026-04-02,Same Day
670,2026-04-03 00:00:00,Delivered,2026-04-05,Standard
368,2026-04-11 00:00:00,Delivered,2026-04-16,Express
703,2026-04-12 00:00:00,Delivered,2026-04-15,Express
398,2026-04-19 00:00:00,Shipped,2026-04-22,Standard
987,2026-04-03 00:00:00,Pending,2026-04-03,Pickup
408,2026-04-16 00:00:00,Delivered,2026-04-17,Standard
560,2026-04-19 00:00:00,Out for Delivery,2026-04-20,Standard
270,2026-04-13 00:00:00,Delivered,2026-04-13,Pickup
513,2026-04-02 00:00:00,Delivered,2026-04-06,Express
679,2026-04-09 00:00:00,Delivered,2026-04-11,Express
315,2026-04-07 00:00:00,Delivered,2026-04-07,Same Day
883,2026-04-19 00:00:00,Delivered,2026-04-19,Same Day
503,2026-04-08 00:00:00,Pending,2026-04-08,Pickup
336,2026-04-15 00:00:00,Shipped,2026-04-18,Express
849,2026-04-01 00:00:00,Confirmed,2026-04-01,Same Day
321,2026-04-01 00:00:00,Pending,2026-04-05,Express
189,2026-04-09 00:00:00,Confirmed,2026-04-09,Pickup
189,2026-04-10 00:00:00,Confirmed,2026-04-10,Same Day
720,2026-04-19 00:00:00,Pending,2026-04-24,Express
339,2026-04-25 00:00:00,Confirmed,2026-04-28,Express
586,2026-04-28 00:00:00,Pending,2026-04-29,Standard
860,2026-04-02 00:00:00,Delivered,2026-04-02,Pickup
653,2026-04-22 00:00:00,Pending,2026-04-23,Express
523,2026-04-25 00:00:00,Cancelled,2026-04-25,Pickup
91,2026-04-09 00:00:00,Confirmed,2026-04-10,Express
632,2026-04-13 00:00:00,Shipped,2026-04-15,Express
981,2026-04-01 00:00:00,Shipped,2026-04-01,Same Day
332,2026-04-15 00:00:00,Shipped,2026-04-15,Pickup
176,2026-04-28 00:00:00,Delivered,2026-04-29,Express
320,2026-04-19 00:00:00,Delivered,2026-04-19,Pickup
430,2026-04-06 00:00:00,Shipped,2026-04-08,Express
906,2026-04-22 00:00:00,Delivered,2026-04-23,Express
363,2026-04-23 00:00:00,Confirmed,2026-04-23,Same Day
474,2026-04-17 00:00:00,Confirmed,2026-04-17,Same Day
930,2026-04-15 00:00:00,Delivered,2026-04-16,Express
863,2026-04-15 00:00:00,Confirmed,2026-04-15,Same Day
194,2026-04-06 00:00:00,Confirmed,2026-04-08,Standard
663,2026-04-14 00:00:00,Delivered,2026-04-15,Express
362,2026-04-26 00:00:00,Delivered,2026-04-27,Express
741,2026-04-17 00:00:00,Delivered,2026-04-17,Pickup
109,2026-04-01 00:00:00,Delivered,2026-04-05,Standard
217,2026-04-25 00:00:00,Confirmed,2026-04-25,Pickup
902,2026-04-18 00:00:00,Shipped,2026-04-23,Standard
707,2026-04-11 00:00:00,Delivered,2026-04-11,Pickup
570,2026-04-16 00:00:00,Confirmed,2026-04-20,Standard
940,2026-04-17 00:00:00,Pending,2026-04-20,Standard
561,2026-04-08 00:00:00,Out for Delivery,2026-04-09,Express
931,2026-04-13 00:00:00,Delivered,2026-04-18,Express
283,2026-04-19 00:00:00,Out for Delivery,2026-04-24,Express
888,2026-04-11 00:00:00,Cancelled,2026-04-11,Same Day
740,2026-04-02 00:00:00,Delivered,2026-04-04,Express
182,2026-04-25 00:00:00,Out for Delivery,2026-04-26,Standard
550,2026-04-18 00:00:00,Confirmed,2026-04-18,Same Day
679,2026-04-05 00:00:00,Delivered,2026-04-07,Express
286,2026-04-05 00:00:00,Pending,2026-04-08,Standard
947,2026-04-16 00:00:00,Returned,2026-04-18,Express
432,2026-04-24 00:00:00,Delivered,2026-04-25,Standard
690,2026-04-12 00:00:00,Delivered,2026-04-13,Express
37,2026-04-05 00:00:00,Delivered,2026-04-07,Standard
960,2026-04-21 00:00:00,Confirmed,2026-04-24,Standard
134,2026-04-23 00:00:00,Delivered,2026-04-25,Express
871,2026-04-23 00:00:00,Out for Delivery,2026-04-23,Same Day
382,2026-04-05 00:00:00,Delivered,2026-04-07,Standard
96,2026-04-23 00:00:00,Confirmed,2026-04-28,Express
260,2026-04-14 00:00:00,Shipped,2026-04-18,Standard
733,2026-04-13 00:00:00,Confirmed,2026-04-16,Standard
468,2026-04-26 00:00:00,Delivered,2026-04-26,Pickup
551,2026-04-15 00:00:00,Shipped,2026-04-20,Standard
668,2026-04-08 00:00:00,Confirmed,2026-04-09,Standard
700,2026-04-06 00:00:00,Returned,2026-04-10,Standard
306,2026-04-27 00:00:00,Delivered,2026-05-01,Standard
597,2026-04-13 00:00:00,Delivered,2026-04-15,Standard
967,2026-04-24 00:00:00,Cancelled,2026-04-25,Express
841,2026-04-26 00:00:00,Pending,2026-05-01,Express
402,2026-04-09 00:00:00,Pending,2026-04-09,Pickup
962,2026-04-06 00:00:00,Confirmed,2026-04-08,Standard
58,2026-04-04 00:00:00,Out for Delivery,2026-04-09,Standard
993,2026-04-12 00:00:00,Out for Delivery,2026-04-12,Same Day
472,2026-04-27 00:00:00,Out for Delivery,2026-04-27,Pickup
240,2026-04-25 00:00:00,Delivered,2026-04-29,Standard
585,2026-04-23 00:00:00,Shipped,2026-04-24,Express
371,2026-04-17 00:00:00,Delivered,2026-04-17,Same Day
798,2026-04-02 00:00:00,Shipped,2026-04-02,Same Day
672,2026-04-25 00:00:00,Delivered,2026-04-25,Same Day
401,2026-04-02 00:00:00,Out for Delivery,2026-04-02,Pickup
582,2026-04-07 00:00:00,Delivered,2026-04-09,Express
663,2026-04-14 00:00:00,Shipped,2026-04-14,Same Day
195,2026-04-20 00:00:00,Shipped,2026-04-20,Pickup
138,2026-04-05 00:00:00,Delivered,2026-04-05,Pickup
303,2026-04-14 00:00:00,Delivered,2026-04-15,Standard
682,2026-04-05 00:00:00,Shipped,2026-04-05,Pickup
964,2026-04-05 00:00:00,Delivered,2026-04-05,Same Day
273,2026-04-21 00:00:00,Delivered,2026-04-21,Same Day
753,2026-04-22 00:00:00,Confirmed,2026-04-27,Standard
953,2026-04-16 00:00:00,Delivered,2026-04-21,Standard
930,2026-04-14 00:00:00,Confirmed,2026-04-17,Express
270,2026-04-27 00:00:00,Delivered,2026-04-27,Pickup
825,2026-04-08 00:00:00,Confirmed,2026-04-08,Same Day
970,2026-04-08 00:00:00,Delivered,2026-04-08,Same Day
