order_id,product_id,qty,warehouse_id,discount,unit_price
1048,109,2,WH003,3.11,1635.0
1049,44,1,WH003,15.76,4363.75
1049,152,2,WH003,15.76,4202.5
1049,177,2,WH004,15.76,4783.75
1050,172,1,WH003,0.45,5568.75
1051,25,1,WH005,1.08,3621.25
1051,139,1,WH002,1.08,4201.25
1051,92,2,WH001,1.08,535.0
1052,189,2,WH002,8.59,303.75
1053,160,1,WH003,3.1,5316.25
1053,32,2,WH004,3.1,3375.0
1054,147,2,WH003,2.07,1667.5
1054,139,2,WH002,2.07,4201.25
1054,99,1,WH002,2.07,3202.5
1055,37,1,WH005,7.44,2651.25
1055,38,1,WH003,7.44,2081.25
1055,71,2,WH001,7.44,3993.75
1056,5,2,WH005,3.07,1122.5
1056,119,1,WH005,3.07,1147.5
1057,74,1,WH001,8.18,1195.0
1058,75,2,WH002,1.61,3798.75
1058,183,1,WH001,1.61,3906.25
1059,81,2,WH001,8.51,1791.25
1060,99,2,WH005,9.44,3202.5
1060,175,1,WH004,9.44,6167.5
1061,157,1,WH003,2.34,4266.25
1061,192,1,WH001,2.34,1267.5
1062,7,1,WH004,2.65,295.0
1062,109,2,WH003,2.65,1635.0
1062,30,1,WH001,2.65,1993.75
1063,31,2,WH004,3.98,1008.75
1063,85,2,WH004,3.98,6022.5
1063,54,1,WH005,3.98,6117.5
1064,43,2,WH001,0.8,5910.0
1064,114,1,WH003,0.8,1047.5
1065,138,2,WH001,5.7,141.25
1065,82,2,WH001,5.7,5723.75
1065,30,1,WH003,5.7,1993.75
1066,122,2,WH001,7.76,2300.0
1066,185,2,WH001,7.76,3157.5
1067,136,2,WH001,0.6,3903.75
1067,132,1,WH003,0.6,5125.0
1067,192,1,WH003,0.6,1267.5
1068,162,1,WH003,14.93,5102.5
1069,55,1,WH002,15.8,1718.75
1069,122,2,WH005,15.8,2300.0
1070,150,2,WH004,4.47,2797.5
1070,58,2,WH005,4.47,3080.0
1070,52,1,WH005,4.47,5480.0
1071,97,1,WH003,3.01,416.25
1072,78,1,WH002,0.4,3572.5
1072,123,1,WH005,0.4,3977.5
1073,18,1,WH004,1.56,580.0
1073,100,2,WH002,1.56,5491.25
1073,111,2,WH002,1.56,3273.75
1074,79,2,WH005,0.42,1150.0
1075,95,1,WH005,3.8,2882.5
1075,150,2,WH001,3.8,2797.5
1075,76,2,WH002,3.8,1750.0
1076,141,2,WH004,2.24,5243.75
1076,200,1,WH002,2.24,2937.5
1076,173,1,WH002,2.24,943.75
1077,178,1,WH001,9.06,621.25
1078,186,1,WH004,0.14,5682.5
1078,5,2,WH001,0.14,1122.5
1079,110,2,WH004,9.64,1886.25
1079,11,2,WH002,9.64,270.0
1080,130,2,WH004,2.38,4157.5
1080,52,2,WH005,2.38,5480.0
1081,143,1,WH002,15.3,3216.25
1082,156,1,WH003,5.15,1162.5
1082,119,2,WH001,5.15,1147.5
1083,102,1,WH001,3.46,1455.0
1083,1,2,WH002,3.46,1472.5
1083,104,2,WH005,3.46,1050.0
1084,109,2,WH001,8.25,1635.0
1084,4,2,WH004,8.25,762.5
1084,130,1,WH002,8.25,4157.5
1085,140,2,WH004,1.85,2480.0
1086,174,2,WH005,3.88,195.0
1086,35,1,WH003,3.88,3960.0
1086,26,2,WH005,3.88,5942.5
1087,55,2,WH005,5.31,1718.75
1087,186,1,WH005,5.31,5682.5
1087,140,2,WH003,5.31,2480.0
1088,70,1,WH002,15.74,3936.25
1088,66,2,WH003,15.74,5418.75
1088,139,2,WH004,15.74,4201.25
1089,56,1,WH005,5.91,5947.5
1090,77,1,WH003,3.64,4993.75
1090,164,2,WH003,3.64,682.5
1090,57,1,WH005,3.64,4567.5
1091,45,2,WH002,2.23,2052.5
1092,6,2,WH001,2.64,2966.25
1092,86,2,WH004,2.64,4578.75
1092,139,1,WH002,2.64,4201.25
1093,43,1,WH004,1.42,5910.0
1094,155,2,WH003,2.4,3670.0
1094,64,1,WH001,2.4,4913.75
1095,10,2,WH005,3.61,3875.0
1096,4,2,WH005,6.54,762.5
1096,71,2,WH003,6.54,3993.75
1096,4,1,WH003,6.54,762.5
1097,158,2,WH005,0.58,1771.25
1098,88,2,WH002,0.63,2618.75
1098,68,2,WH005,0.63,1556.25
1098,109,2,WH004,0.63,1635.0
1099,42,1,WH004,4.97,2981.25
1100,81,2,WH001,0.12,1791.25
1100,59,1,WH004,0.12,3628.75
1100,184,1,WH005,0.12,4483.75
1101,52,2,WH002,3.08,5480.0
1102,190,2,WH002,3.25,3448.75
1102,145,2,WH004,3.25,4057.5
1103,69,1,WH005,1.86,6133.75
1103,80,1,WH004,1.86,3790.0
1104,38,2,WH002,0.8,2081.25
1104,161,2,WH001,0.8,4780.0
1104,166,2,WH001,0.8,1311.25
1105,100,1,WH005,4.31,5491.25
1105,112,1,WH003,4.31,2015.0
1106,28,2,WH004,0.23,4865.0
1107,80,1,WH001,1.7,3790.0
1107,14,1,WH004,1.7,2100.0
1108,126,2,WH002,3.27,3383.75
1109,183,1,WH003,0.9,3906.25
1109,171,2,WH002,0.9,1956.25
1110,102,2,WH004,0.55,1455.0
1111,137,2,WH001,0.3,3605.0
1111,31,2,WH001,0.3,1008.75
1112,9,1,WH004,0.73,1857.5
1112,70,1,WH002,0.73,3936.25
1112,118,2,WH003,0.73,1756.25
1113,106,2,WH002,3.81,4821.25
1113,111,2,WH001,3.81,3273.75
1114,173,2,WH001,18.89,943.75
1114,21,2,WH001,18.89,1895.0
1115,141,2,WH003,0.96,5243.75
1115,92,2,WH003,0.96,535.0
1116,173,2,WH003,8.62,943.75
1116,42,1,WH002,8.62,2981.25
1117,6,1,WH002,3.64,2966.25
1117,155,2,WH004,3.64,3670.0
1118,184,1,WH005,12.28,4483.75
1119,128,2,WH001,7.14,3023.75
1119,76,2,WH004,7.14,1750.0
1119,34,2,WH004,7.14,231.25
1120,190,1,WH003,3.94,3448.75
1121,169,1,WH001,3.14,3555.0
1121,9,2,WH005,3.14,1857.5
1122,146,1,WH001,5.83,1966.25
1122,98,2,WH002,5.83,5368.75
1122,32,1,WH005,5.83,3375.0
1123,199,1,WH002,2.35,5177.5
1123,73,1,WH001,2.35,3425.0
1123,88,2,WH004,2.35,2618.75
1124,59,2,WH003,8.72,3628.75
1124,97,2,WH001,8.72,416.25
1124,167,1,WH002,8.72,4735.0
1125,120,1,WH005,8.58,5755.0
1126,188,1,WH005,0.36,3778.75
1127,139,2,WH003,4.66,4201.25
1127,159,1,WH004,4.66,1442.5
1128,19,1,WH001,2.62,2158.75
1129,131,1,WH003,4.86,858.75
1130,197,2,WH004,2.92,1415.0
1130,14,2,WH001,2.92,2100.0
1130,95,1,WH004,2.92,2882.5
1131,103,1,WH004,0.1,3536.25
1131,172,1,WH002,0.1,5568.75
1131,114,2,WH002,0.1,1047.5
1132,116,1,WH001,7.14,5811.25
1133,126,1,WH004,1.28,3383.75
1134,155,2,WH004,1.21,3670.0
1134,170,2,WH002,1.21,3860.0
1134,180,1,WH005,1.21,1368.75
1135,28,2,WH003,7.83,4865.0
1135,71,2,WH001,7.83,3993.75
1136,130,2,WH004,1.12,4157.5
1136,184,1,WH005,1.12,4483.75
1136,43,2,WH002,1.12,5910.0
1137,155,2,WH002,5.52,3670.0
1137,124,2,WH004,5.52,2610.0
1138,93,2,WH002,4.79,5316.25
1138,50,1,WH001,4.79,3761.25
1139,55,2,WH004,3.96,1718.75
1140,192,1,WH004,9.16,1267.5
1140,98,2,WH001,9.16,5368.75
1140,37,1,WH001,9.16,2651.25
1141,79,2,WH005,2.64,1150.0
1141,172,2,WH001,2.64,5568.75
1142,59,1,WH004,4.71,3628.75
1143,127,2,WH005,9.5,4218.75
1143,54,1,WH005,9.5,6117.5
1144,128,2,WH004,3.54,3023.75
1145,82,1,WH001,8.06,5723.75
1145,20,2,WH002,8.06,5300.0
1145,172,2,WH002,8.06,5568.75
1146,115,1,WH001,7.22,2630.0
1147,30,2,WH003,8.04,1993.75
1147,81,2,WH002,8.04,1791.25
1147,163,2,WH002,8.04,4237.5
1148,197,2,WH004,4.14,1415.0
1148,171,1,WH003,4.14,1956.25
1148,116,1,WH004,4.14,5811.25
1149,29,1,WH003,1.6,1315.0
1150,137,2,WH004,0.45,3605.0
1151,72,2,WH004,0.53,6150.0
1151,110,1,WH005,0.53,1886.25
1151,105,2,WH004,0.53,1572.5
1152,184,2,WH002,1.66,4483.75
1152,70,1,WH001,1.66,3936.25
1152,1,1,WH004,1.66,1472.5
1153,95,2,WH004,1.52,2882.5
1153,93,2,WH002,1.52,5316.25
1153,186,1,WH005,1.52,5682.5
1154,87,1,WH004,3.82,4213.75
1155,14,2,WH004,1.21,2100.0
1156,6,2,WH001,2.43,2966.25
1156,97,2,WH002,2.43,416.25
1156,119,1,WH001,2.43,1147.5
1157,1,2,WH005,2.72,1472.5
1158,16,2,WH001,2.89,2855.0
1159,32,2,WH005,14.32,3375.0
1160,16,2,WH001,1.66,2855.0
1161,121,2,WH005,4.27,4160.0
1161,111,1,WH001,4.27,3273.75
1161,153,2,WH004,4.27,5422.5
1162,141,2,WH003,8.37,5243.75
1162,158,2,WH001,8.37,1771.25
1163,172,2,WH005,5.09,5568.75
1164,130,1,WH003,2.7,4157.5
1164,200,1,WH004,2.7,2937.5
1164,90,2,WH005,2.7,3583.75
1165,65,1,WH002,2.23,446.25
1166,17,2,WH003,8.57,1891.25
1166,125,2,WH005,8.57,4093.75
1166,91,1,WH001,8.57,4232.5
1167,39,1,WH001,2.26,1483.75
1167,84,2,WH004,2.26,4798.75
1168,41,1,WH003,0.09,3063.75
1168,193,2,WH003,0.09,498.75
1169,21,2,WH003,12.4,1895.0
1169,15,2,WH002,12.4,1635.0
1169,170,1,WH001,12.4,3860.0
1170,138,1,WH002,7.35,141.25
1171,132,1,WH002,1.82,5125.0
1172,113,1,WH003,6.38,2206.25
1173,89,1,WH003,0.3,3946.25
1173,26,1,WH005,0.3,5942.5
1174,181,1,WH005,18.87,4837.5
1174,176,1,WH004,18.87,2147.5
1174,137,1,WH001,18.87,3605.0
1175,109,1,WH003,0.25,1635.0
1175,79,1,WH004,0.25,1150.0
1175,164,2,WH004,0.25,682.5
1176,156,2,WH002,5.76,1162.5
1176,1,2,WH004,5.76,1472.5
1176,13,1,WH003,5.76,753.75
1177,174,1,WH003,0.77,195.0
1177,160,2,WH004,0.77,5316.25
1177,183,2,WH004,0.77,3906.25
1178,22,2,WH001,0.29,157.5
1179,151,2,WH002,2.24,1962.5
1180,120,2,WH003,3.17,5755.0
1180,166,1,WH005,3.17,1311.25
1181,47,2,WH001,4.66,3145.0
1181,154,1,WH001,4.66,4885.0
1181,3,1,WH004,4.66,698.75
1182,114,2,WH004,4.92,1047.5
1183,130,1,WH002,0.83,4157.5
1183,158,2,WH003,0.83,1771.25
1183,68,1,WH003,0.83,1556.25
1184,2,1,WH001,2.61,4421.25
1185,200,1,WH003,3.01,2937.5
1185,27,1,WH005,3.01,1006.25
1186,53,2,WH003,0.79,1870.0
1187,119,2,WH002,1.21,1147.5
1187,82,1,WH002,1.21,5723.75
1188,53,2,WH004,0.48,1870.0
1189,2,2,WH002,0.83,4421.25
1189,58,2,WH001,0.83,3080.0
1190,185,1,WH003,3.86,3157.5
1190,133,1,WH005,3.86,6130.0
1191,98,1,WH003,0.8,5368.75
1191,189,2,WH005,0.8,303.75
1191,113,1,WH005,0.8,2206.25
1192,193,1,WH003,3.83,498.75
1193,135,1,WH003,1.9,1948.75
1194,194,1,WH001,2.09,4181.25
1195,95,1,WH002,0.32,2882.5
1196,197,1,WH003,4.18,1415.0
1197,140,2,WH002,4.26,2480.0
1197,189,2,WH001,4.26,303.75
1198,3,1,WH003,2.69,698.75
1198,64,1,WH005,2.69,4913.75
1198,150,1,WH002,2.69,2797.5
1199,100,2,WH004,4.34,5491.25
1199,177,2,WH002,4.34,4783.75
1199,195,2,WH004,4.34,1918.75
1200,99,1,WH002,16.26,3202.5
1201,198,2,WH003,3.92,1605.0
1202,188,2,WH001,2.83,3778.75
1202,54,1,WH004,2.83,6117.5
1202,20,2,WH001,2.83,5300.0
1203,154,2,WH003,6.01,4885.0
1203,20,1,WH004,6.01,5300.0
1203,169,1,WH005,6.01,3555.0
1204,150,2,WH001,0.73,2797.5
1204,79,1,WH004,0.73,1150.0
1205,167,1,WH001,1.23,4735.0
1206,46,2,WH001,8.78,2165.0
1206,176,2,WH005,8.78,2147.5
1206,77,1,WH002,8.78,4993.75
1207,173,1,WH005,3.07,943.75
1207,132,2,WH001,3.07,5125.0
1207,135,1,WH001,3.07,1948.75
1208,45,1,WH004,2.98,2052.5
1208,7,1,WH004,2.98,295.0
1209,74,2,WH003,3.31,1195.0
1209,54,2,WH002,3.31,6117.5
1209,200,1,WH002,3.31,2937.5
1210,127,2,WH002,2.47,4218.75
1210,144,1,WH001,2.47,1075.0
1210,184,1,WH005,2.47,4483.75
1211,12,2,WH005,3.49,4252.5
1211,125,2,WH004,3.49,4093.75
1212,143,1,WH001,15.55,3216.25
1213,154,1,WH002,2.31,4885.0
1213,27,1,WH002,2.31,1006.25
1214,2,1,WH001,1.55,4421.25
1214,34,1,WH001,1.55,231.25
1215,5,2,WH002,3.93,1122.5
1215,181,1,WH002,3.93,4837.5
1216,21,2,WH005,0.46,1895.0
1216,43,1,WH004,0.46,5910.0
1216,56,1,WH003,0.46,5947.5
1217,23,1,WH001,18.77,2927.5
1218,18,2,WH005,9.87,580.0
1219,164,1,WH002,6.13,682.5
1220,9,1,WH001,3.31,1857.5
1221,80,1,WH001,4.16,3790.0
1222,181,1,WH004,6.94,4837.5
1222,10,2,WH004,6.94,3875.0
1222,37,2,WH002,6.94,2651.25
1223,147,1,WH004,3.48,1667.5
1224,90,1,WH002,9.44,3583.75
1224,53,2,WH001,9.44,1870.0
1224,29,2,WH002,9.44,1315.0
1225,148,2,WH004,1.56,3310.0
1226,187,2,WH001,16.66,1955.0
1226,53,1,WH002,16.66,1870.0
1227,151,1,WH003,9.32,1962.5
1228,87,2,WH004,4.21,4213.75
1228,87,1,WH002,4.21,4213.75
1228,145,1,WH002,4.21,4057.5
1229,52,1,WH005,2.4,5480.0
1229,26,2,WH005,2.4,5942.5
1230,37,2,WH004,0.51,2651.25
1230,93,1,WH001,0.51,5316.25
1231,101,2,WH001,0.61,5940.0
1231,5,1,WH005,0.61,1122.5
1231,66,2,WH003,0.61,5418.75
1232,191,2,WH002,1.94,488.75
1232,16,1,WH005,1.94,2855.0
1233,44,1,WH001,5.7,4363.75
1234,155,1,WH004,7.74,3670.0
1234,191,1,WH005,7.74,488.75
1234,29,2,WH003,7.74,1315.0
1235,42,2,WH004,2.89,2981.25
1235,122,2,WH001,2.89,2300.0
1235,72,2,WH001,2.89,6150.0
1236,132,2,WH002,3.37,5125.0
1237,191,2,WH002,2.69,488.75
1237,3,1,WH001,2.69,698.75
1238,8,1,WH004,5.4,3365.0
1238,173,2,WH002,5.4,943.75
1239,37,2,WH001,1.26,2651.25
1240,17,2,WH003,1.69,1891.25
1240,149,2,WH003,1.69,5046.25
1241,159,1,WH004,0.73,1442.5
1242,109,2,WH002,19.74,1635.0
1243,162,1,WH001,12.03,5102.5
1243,157,1,WH005,12.03,4266.25
1244,30,2,WH004,16.45,1993.75
1245,113,2,WH001,14.18,2206.25
1246,44,2,WH003,0.87,4363.75
1247,191,1,WH004,11.88,488.75
1248,89,2,WH001,4.54,3946.25
1249,115,1,WH003,1.94,2630.0
1250,49,1,WH002,0.57,1071.25
1250,194,2,WH005,0.57,4181.25
1250,162,1,WH001,0.57,5102.5
1251,109,2,WH004,4.01,1635.0
1252,72,2,WH004,1.42,6150.0
1252,97,2,WH004,1.42,416.25
1253,143,2,WH003,4.49,3216.25
1253,15,1,WH003,4.49,1635.0
1254,92,2,WH001,2.82,535.0
1254,149,1,WH005,2.82,5046.25
1254,111,1,WH001,2.82,3273.75
1255,136,1,WH003,6.25,3903.75
1256,173,2,WH003,4.69,943.75
1257,136,1,WH003,3.96,3903.75
1257,48,1,WH005,3.96,4626.25
1257,198,1,WH003,3.96,1605.0
1258,188,1,WH001,9.45,3778.75
1259,111,2,WH004,0.52,3273.75
1260,149,1,WH001,18.71,5046.25
1260,85,1,WH004,18.71,6022.5
1260,26,2,WH001,18.71,5942.5
1261,181,2,WH001,1.74,4837.5
1261,112,1,WH003,1.74,2015.0
1262,165,2,WH002,12.07,4476.25
1262,30,2,WH003,12.07,1993.75
1263,160,1,WH005,4.57,5316.25
1263,97,1,WH004,4.57,416.25
1263,59,1,WH004,4.57,3628.75
1264,49,1,WH005,8.78,1071.25
1264,171,1,WH003,8.78,1956.25
1265,68,1,WH002,4.62,1556.25
1266,60,1,WH005,2.59,5282.5
1266,200,2,WH004,2.59,2937.5
1267,9,2,WH001,8.74,1857.5
1267,150,1,WH004,8.74,2797.5
1267,2,1,WH003,8.74,4421.25
1268,187,1,WH004,2.21,1955.0
1269,68,1,WH003,15.26,1556.25
1270,112,1,WH004,3.58,2015.0
1270,32,1,WH001,3.58,3375.0
1271,53,2,WH004,0.13,1870.0
1272,31,2,WH003,1.72,1008.75
1272,90,2,WH003,1.72,3583.75
1272,116,1,WH001,1.72,5811.25
1273,46,2,WH004,1.63,2165.0
1273,60,2,WH001,1.63,5282.5
1273,4,2,WH002,1.63,762.5
1274,122,1,WH004,3.34,2300.0
1274,96,2,WH001,3.34,4227.5
1274,133,1,WH003,3.34,6130.0
1275,172,1,WH003,17.51,5568.75
1276,44,2,WH001,2.78,4363.75
1277,140,2,WH002,4.64,2480.0
1278,50,1,WH005,1.31,3761.25
1279,52,1,WH003,2.95,5480.0
1280,190,1,WH003,7.62,3448.75
1280,146,1,WH001,7.62,1966.25
1280,103,2,WH004,7.62,3536.25
1281,177,2,WH005,5.99,4783.75
1281,25,1,WH002,5.99,3621.25
1282,125,1,WH005,5.81,4093.75
1282,20,2,WH003,5.81,5300.0
1282,54,1,WH003,5.81,6117.5
1283,102,2,WH001,5.44,1455.0
1284,186,2,WH005,6.55,5682.5
1284,117,2,WH001,6.55,175.0
1284,40,2,WH003,6.55,670.0
1285,176,2,WH005,4.57,2147.5
1285,131,1,WH001,4.57,858.75
1286,138,1,WH002,2.09,141.25
1287,155,2,WH005,3.17,3670.0
1287,58,1,WH005,3.17,3080.0
1287,40,1,WH004,3.17,670.0
1288,64,2,WH002,2.86,4913.75
1288,199,2,WH005,2.86,5177.5
1289,162,2,WH005,2.19,5102.5
1290,173,1,WH002,2.16,943.75
1290,14,2,WH004,2.16,2100.0
1291,10,1,WH003,1.93,3875.0
1291,181,1,WH002,1.93,4837.5
1292,41,1,WH005,2.19,3063.75
1292,52,2,WH002,2.19,5480.0
1293,55,2,WH005,14.03,1718.75
1293,166,2,WH001,14.03,1311.25
1294,105,1,WH004,2.3,1572.5
1294,195,1,WH005,2.3,1918.75
1295,105,1,WH004,3.53,1572.5
1296,141,2,WH002,2.06,5243.75
1296,107,2,WH002,2.06,1817.5
1296,173,1,WH004,2.06,943.75
1297,130,2,WH003,4.53,4157.5
1298,135,2,WH005,7.48,1948.75
1298,36,2,WH003,7.48,956.25
1298,130,1,WH004,7.48,4157.5
1299,75,2,WH005,0.96,3798.75
1299,145,1,WH002,0.96,4057.5
1299,195,2,WH001,0.96,1918.75
1300,100,2,WH001,0.91,5491.25
1301,151,1,WH004,3.09,1962.5
1302,54,1,WH005,3.6,6117.5
1302,75,1,WH002,3.6,3798.75
1303,126,2,WH001,6.52,3383.75
1304,97,2,WH003,2.56,416.25
1305,152,2,WH001,3.07,4202.5
1306,53,1,WH002,6.03,1870.0
1306,33,2,WH001,6.03,330.0
1306,43,2,WH003,6.03,5910.0
1307,104,2,WH004,4.44,1050.0
1308,163,1,WH005,1.89,4237.5
1308,19,1,WH004,1.89,2158.75
1308,172,1,WH003,1.89,5568.75
1309,134,2,WH001,7.39,2395.0
1309,14,2,WH001,7.39,2100.0
1310,173,1,WH003,2.04,943.75
1311,178,1,WH003,10.21,621.25
1311,75,2,WH004,10.21,3798.75
1312,55,1,WH004,0.42,1718.75
1312,159,2,WH003,0.42,1442.5
1312,118,2,WH003,0.42,1756.25
1313,199,1,WH004,0.95,5177.5
1313,6,2,WH002,0.95,2966.25
1313,61,1,WH003,0.95,2878.75
1314,186,1,WH005,7.0,5682.5
1314,181,1,WH005,7.0,4837.5
1314,120,2,WH005,7.0,5755.0
1315,108,1,WH003,0.1,132.5
1315,135,2,WH003,0.1,1948.75
1315,86,1,WH002,0.1,4578.75
1316,157,1,WH002,4.33,4266.25
1317,154,2,WH003,4.4,4885.0
1318,51,2,WH003,5.42,3847.5
1319,11,2,WH002,0.15,270.0
1319,88,2,WH004,0.15,2618.75
1319,194,2,WH002,0.15,4181.25
1320,90,2,WH005,9.71,3583.75
1321,28,1,WH003,3.41,4865.0
1321,26,1,WH004,3.41,5942.5
1321,125,2,WH004,3.41,4093.75
1322,169,1,WH002,18.05,3555.0
1322,185,1,WH003,18.05,3157.5
1323,108,2,WH003,0.4,132.5
1323,85,2,WH005,0.4,6022.5
1324,68,1,WH002,1.53,1556.25
1324,138,2,WH003,1.53,141.25
1324,53,1,WH004,1.53,1870.0
1325,61,2,WH004,9.78,2878.75
1325,125,2,WH005,9.78,4093.75
1326,3,2,WH005,1.95,698.75
1326,109,1,WH005,1.95,1635.0
1326,21,2,WH001,1.95,1895.0
1327,160,2,WH005,3.73,5316.25
1328,48,2,WH001,2.33,4626.25
1328,116,1,WH003,2.33,5811.25
1329,17,1,WH005,2.8,1891.25
1329,86,2,WH004,2.8,4578.75
1330,117,2,WH001,4.52,175.0
1330,158,1,WH005,4.52,1771.25
1331,44,1,WH002,2.24,4363.75
1332,174,1,WH005,3.45,195.0
1332,167,2,WH005,3.45,4735.0
1332,127,2,WH004,3.45,4218.75
1333,148,1,WH005,0.53,3310.0
1334,123,2,WH004,4.19,3977.5
1334,63,1,WH004,4.19,2768.75
1335,188,2,WH005,2.03,3778.75
1336,101,1,WH005,3.83,5940.0
1337,105,1,WH003,3.72,1572.5
1338,65,2,WH004,0.14,446.25
1338,94,2,WH005,0.14,4435.0
1339,69,1,WH003,1.97,6133.75
1340,168,2,WH004,5.66,3942.5
1341,180,1,WH005,4.24,1368.75
1342,7,1,WH001,2.66,295.0
1343,91,2,WH005,6.44,4232.5
1344,154,1,WH002,4.64,4885.0
1345,4,2,WH001,4.03,762.5
1346,178,1,WH004,3.45,621.25
1346,109,2,WH001,3.45,1635.0
1346,167,1,WH004,3.45,4735.0
1347,62,1,WH002,9.25,5380.0
1347,85,2,WH005,9.25,6022.5
1347,80,1,WH001,9.25,3790.0
1348,97,1,WH004,1.97,416.25
1348,184,1,WH005,1.97,4483.75
1349,73,1,WH001,3.66,3425.0
1350,125,1,WH002,8.25,4093.75
1350,164,2,WH003,8.25,682.5
1350,36,1,WH003,8.25,956.25
1351,192,1,WH002,1.41,1267.5
1351,169,1,WH002,1.41,3555.0
1352,45,2,WH003,2.27,2052.5
1352,78,1,WH001,2.27,3572.5
1353,131,1,WH003,0.86,858.75
1353,174,1,WH003,0.86,195.0
1353,55,2,WH003,0.86,1718.75
1354,137,2,WH001,5.63,3605.0
1354,128,1,WH002,5.63,3023.75
1355,86,1,WH002,7.27,4578.75
1355,190,2,WH001,7.27,3448.75
1355,119,2,WH005,7.27,1147.5
1356,138,1,WH003,13.74,141.25
1357,90,1,WH002,7.09,3583.75
1357,16,2,WH005,7.09,2855.0
1358,185,2,WH005,5.48,3157.5
1359,1,1,WH001,1.19,1472.5
1359,81,2,WH004,1.19,1791.25
1360,195,1,WH005,6.36,1918.75
1360,5,2,WH003,6.36,1122.5
1361,28,2,WH001,3.77,4865.0
1361,121,2,WH002,3.77,4160.0
1361,4,2,WH002,3.77,762.5
1362,196,1,WH002,8.17,5602.5
1362,191,1,WH004,8.17,488.75
1363,95,2,WH004,3.84,2882.5
1363,38,2,WH005,3.84,2081.25
1364,140,1,WH002,4.62,2480.0
1364,153,1,WH005,4.62,5422.5
1364,149,2,WH002,4.62,5046.25
1365,130,2,WH004,4.86,4157.5
1366,4,2,WH004,4.7,762.5
1366,47,1,WH005,4.7,3145.0
1366,115,1,WH001,4.7,2630.0
1367,93,2,WH004,7.16,5316.25
1367,194,1,WH004,7.16,4181.25
1367,193,2,WH003,7.16,498.75
1368,164,2,WH001,3.73,682.5
1368,54,1,WH004,3.73,6117.5
1368,26,2,WH003,3.73,5942.5
1369,9,1,WH001,2.76,1857.5
1369,125,2,WH002,2.76,4093.75
1369,12,2,WH004,2.76,4252.5
1370,54,1,WH004,4.9,6117.5
1370,67,2,WH004,4.9,2033.75
1371,162,2,WH003,0.75,5102.5
1372,21,1,WH001,2.87,1895.0
1373,47,1,WH004,14.88,3145.0
1373,159,2,WH002,14.88,1442.5
1374,108,2,WH004,2.08,132.5
1374,17,1,WH004,2.08,1891.25
1375,94,1,WH001,13.42,4435.0
1375,140,1,WH001,13.42,2480.0
1376,20,2,WH001,3.26,5300.0
1377,146,1,WH001,6.65,1966.25
1378,97,2,WH002,1.92,416.25
1378,10,2,WH001,1.92,3875.0
1378,76,1,WH005,1.92,1750.0
1379,34,2,WH004,0.7,231.25
1379,190,2,WH003,0.7,3448.75
1380,117,1,WH004,5.31,175.0
1380,117,1,WH001,5.31,175.0
1381,156,1,WH005,2.3,1162.5
1382,27,1,WH004,0.23,1006.25
1382,16,2,WH004,0.23,2855.0
1382,70,2,WH004,0.23,3936.25
1383,116,1,WH002,3.78,5811.25
1383,188,1,WH004,3.78,3778.75
1384,187,2,WH004,2.95,1955.0
1384,155,1,WH001,2.95,3670.0
1384,150,1,WH004,2.95,2797.5
1385,198,1,WH005,0.81,1605.0
1385,2,2,WH003,0.81,4421.25
1386,140,1,WH001,1.32,2480.0
1387,197,2,WH003,0.77,1415.0
1388,112,2,WH001,8.88,2015.0
1388,109,1,WH005,8.88,1635.0
1388,36,2,WH001,8.88,956.25
1389,50,2,WH005,1.01,3761.25
1389,42,1,WH004,1.01,2981.25
1389,45,2,WH002,1.01,2052.5
1390,192,2,WH005,17.83,1267.5
1391,177,2,WH001,0.07,4783.75
1391,28,1,WH003,0.07,4865.0
1391,129,1,WH003,0.07,4472.5
1392,175,2,WH004,4.91,6167.5
1392,33,1,WH001,4.91,330.0
1393,145,1,WH004,0.53,4057.5
1393,107,2,WH002,0.53,1817.5
1393,95,1,WH001,0.53,2882.5
1394,116,1,WH001,9.14,5811.25
1395,166,2,WH003,14.1,1311.25
1395,108,2,WH001,14.1,132.5
1395,75,2,WH002,14.1,3798.75
1396,86,1,WH004,2.75,4578.75
1396,75,1,WH003,2.75,3798.75
1397,146,2,WH004,2.91,1966.25
1397,193,1,WH005,2.91,498.75
1397,96,1,WH004,2.91,4227.5
1398,172,1,WH004,5.81,5568.75
1398,190,1,WH001,5.81,3448.75
1398,68,1,WH005,5.81,1556.25
1399,166,1,WH003,2.2,1311.25
1399,165,1,WH005,2.2,4476.25
1399,157,2,WH002,2.2,4266.25
1400,39,2,WH005,4.55,1483.75
1400,108,1,WH001,4.55,132.5
1401,176,1,WH002,13.45,2147.5
1401,200,2,WH001,13.45,2937.5
1401,101,1,WH005,13.45,5940.0
1402,189,1,WH003,0.93,303.75
1402,185,2,WH004,0.93,3157.5
1403,148,1,WH003,4.85,3310.0
1404,71,1,WH004,4.66,3993.75
1404,64,2,WH004,4.66,4913.75
1405,162,1,WH003,7.21,5102.5
1405,125,1,WH003,7.21,4093.75
1406,37,1,WH005,2.32,2651.25
1406,126,2,WH002,2.32,3383.75
1407,164,1,WH002,5.65,682.5
1407,101,1,WH003,5.65,5940.0
1408,86,1,WH004,0.86,4578.75
1408,173,1,WH005,0.86,943.75
1408,182,1,WH005,0.86,637.5
1409,123,1,WH002,11.4,3977.5
